# Auto generated file Fri Apr 29 21:25:35 2016 
# 
# Number of fleets (res+con+sur)
 3 
# Fleet types (res=0, con=1, sur=2)
 0 2 2 
# Sample times (only relevent for sur)
 0 0.125 0.625 
# Number of years
 54 
# Years
 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 
# Number of observations 
 584 
# Index1 (index of first obs in each year) 
 1 7 13 19 25 31 37 43 49 55 61 67 73 79 85 91 97 103 109 115 121 132 143 154 165 176 187 198 209 220 235 250 265 280 295 310 325 340 355 370 385 400 415 430 445 460 475 490 505 520 535 550 565 580 
# Index2 (index of last obs in each year) 
 6 12 18 24 30 36 42 48 54 60 66 72 78 84 90 96 102 108 114 120 131 142 153 164 175 186 197 208 219 234 249 264 279 294 309 324 339 354 369 384 399 414 429 444 459 474 489 504 519 534 549 564 579 584 
# The observation matrix 
1963 1 1 19347.25522
1963 1 2 62279.70774
1963 1 3 7027.909322
1963 1 4 3518.647989
1963 1 5 2774.357966
1963 1 6 1795.8880769
1964 1 1 13052.40755
1964 1 2 28540.95295
1964 1 3 20118.48934
1964 1 4 4284.771889
1964 1 5 1907.661325
1964 1 6 2630.382136937
1965 1 1 113654.631
1965 1 2 58226.78547
1965 1 3 17646.35406
1965 1 4 9135.490313
1965 1 5 2375.093736
1965 1 6 2030.462950741
1966 1 1 126507.5318
1966 1 2 84326.89232
1966 1 3 29765.84297
1966 1 4 6153.320487
1966 1 5 3361.895602
1966 1 6 2378.15827923
1967 1 1 60962.25756
1967 1 2 95275.43115
1967 1 3 32688.92283
1967 1 4 11204.50383
1967 1 5 3254.6137
1967 1 6 3394.489209292
1968 1 1 36914.75797
1968 1 2 106372.6849
1968 1 3 42569.23647
1968 1 4 12330.08971
1968 1 5 6045.574924
1968 1 6 2865.252521314
1969 1 1 5434.237328
1969 1 2 32839.54613
1969 1 3 31532.0189
1969 1 4 13641.36303
1969 1 5 4542.291039
1969 1 6 4155.674019745
1970 1 1 107177.436
1970 1 2 42403.37801
1970 1 3 18546.81341
1970 1 4 13271.74229
1970 1 5 6265.503669
1970 1 6 3240.54664934
1971 1 1 303519.3161
1971 1 2 191789.3786
1971 1 3 17179.31068
1971 1 4 6720.109771
1971 1 5 7065.251977
1971 1 6 4426.97267078
1972 1 1 42062.34309
1972 1 2 246085.7061
1972 1 3 48061.65237
1972 1 4 5653.371083
1972 1 5 2712.742735
1972 1 6 5981.954805085
1973 1 1 111750.9804
1973 1 2 48982.56854
1973 1 3 54901.2644
1973 1 4 14001.72945
1973 1 5 2194.669741
1973 1 6 2942.9277513
1974 1 1 139634.8166
1974 1 2 74501.85388
1974 1 3 11417.98409
1974 1 4 15744.85863
1974 1 5 4600.550197
1974 1 6 2383.055578693
1975 1 1 169861.8137
1975 1 2 63121.01145
1975 1 3 18848.81321
1975 1 4 4639.872866
1975 1 5 7525.183221
1975 1 6 3083.977338794
1976 1 1 232476.0163
1976 1 2 182989.3274
1976 1 3 18672.20198
1976 1 4 6707.141181
1976 1 5 1732.035132
1976 1 6 4277.261768192
1977 1 1 547728.8452
1977 1 2 98934.88206
1977 1 3 25989.26138
1977 1 4 4597.347713
1977 1 5 2285.629931
1977 1 6 2726.9037568
1978 1 1 58501.20894
1978 1 2 253025.4702
1978 1 3 17177.97954
1978 1 4 9396.001656
1978 1 5 2989.062611
1978 1 6 2145.685591154
1979 1 1 615698.2582
1979 1 2 96412.93662
1979 1 3 44383.6424
1979 1 4 4010.797096
1979 1 5 3374.578443
1979 1 6 1458.267006042
1980 1 1 1248083.667
1980 1 2 122047.9043
1980 1 3 34937.96559
1980 1 4 12274.39446
1980 1 5 1958.058882
1980 1 6 2113.137360606
1981 1 1 175862.7759
1981 1 2 221933.0285
1981 1 3 34646.06648
1981 1 4 8953.284133
1981 1 5 4087.987337
1981 1 6 1632.9218573
1982 1 1 248166.4216
1982 1 2 73132.19431
1982 1 3 60005.22037
1982 1 4 9487.472564
1982 1 5 3446.7535
1982 1 6 2826.359190685
1983 1 1 80436.50858
1983 1 2 139525.7591
1983 1 3 21480.39045
1983 1 4 11786.78555
1983 1 5 2803.407532
1983 1 6 2153.298909902
1983 2 1 3741.7822
1983 2 2 14132.1286
1983 2 3 1724.2098
1983 2 4 941.8609
1983 2 5 384.664
1984 1 1 601879.3595
1984 1 2 78543.48164
1984 1 3 31091.86559
1984 1 4 4237.91994
1984 1 5 3414.979835
1984 1 6 1812.479380485
1984 2 1 11153.0972
1984 2 2 5497.3573
1984 2 3 2343.0733
1984 2 4 449.1431
1984 2 5 437.523
1985 1 1 72096.28555
1985 1 2 153956.7475
1985 1 3 19003.26796
1985 1 4 7779.001156
1985 1 5 1368.947848
1985 1 6 1924.620618598
1985 2 1 544.1801
1985 2 2 14312.2849
1985 2 3 1967.9193
1985 2 4 741.63
1985 2 5 240.0372
1986 1 1 663346.6829
1986 1 2 38069.24593
1986 1 3 34276.63505
1986 1 4 5791.013147
1986 1 5 2980.645037
1986 1 6 1461.235518956
1986 2 1 11081.9228
1986 2 2 2284.0942
1986 2 3 3338.4463
1986 2 4 883.1888
1986 2 5 449.1134
1987 1 1 49450.71967
1987 1 2 189722.1936
1987 1 3 9761.482822
1987 1 4 8688.926057
1987 1 5 1528.236936
1987 1 6 1634.080324116
1987 2 1 4343.5409
1987 2 2 13889.4538
1987 2 3 703.1625
1987 2 4 740.4694
1987 2 5 219.116
1988 1 1 36737.65635
1988 1 2 72108.89316
1988 1 3 43928.63526
1988 1 4 3116.683773
1988 1 5 2543.337776
1988 1 6 1114.464851707
1988 2 1 2537.0711
1988 2 2 3376.748
1988 2 3 3512.022
1988 2 4 184.4068
1988 2 5 358.8442
1989 1 1 198992.1133
1989 1 2 44768.29689
1989 1 3 18544.45841
1989 1 4 9791.406052
1989 1 5 994.3888215
1989 1 6 1483.643572623
1989 2 1 8362.1714
1989 2 2 3247.1494
1989 2 3 2622.3438
1989 2 4 1092.0663
1989 2 5 154.2583
1990 1 1 45503.55587
1990 1 2 102026.9603
1990 1 3 11873.01451
1990 1 4 4298.631776
1990 1 5 2444.600543
1990 1 6 748.393201375
1990 2 1 1770.0654
1990 2 2 7058.4729
1990 2 3 1148.2537
1990 2 4 427.25
1990 2 5 487.2451
1991 1 1 60760.84765
1991 1 2 31527.58586
1991 1 3 17002.15215
1991 1 4 3266.528977
1991 1 5 1371.764237
1991 1 6 1439.576606238
1991 2 1 1537.8647
1991 2 2 2119.9351
1991 2 3 1874.3666
1991 2 4 492.8602
1991 2 5 271.2603
1992 1 1 129572.0506
1992 1 2 41352.94905
1992 1 3 8524.800689
1992 1 4 4915.530191
1992 1 5 1040.803381
1992 1 6 920.991295257
1992 2 1 8175.9454
1992 2 2 2843.9141
1992 2 3 724.791
1992 2 4 490.8811
1992 2 5 164.1926
1992 3 1 16659.5523
1992 3 2 1668.0267
1992 3 3 379.0513
1992 3 4 328.8173
1993 1 1 38120.81698
1993 1 2 82709.17456
1993 1 3 11145.01604
1993 1 4 3126.055331
1993 1 5 1545.895415
1993 1 6 772.171975718
1993 2 1 2820.5127
1993 2 2 7559.8988
1993 2 3 931.6769
1993 2 4 324.3461
1993 2 5 248.6171
1993 3 1 4734.5465
1993 3 2 4283.3677
1993 3 3 441.0894
1993 3 4 134.8462
1994 1 1 336091.6135
1994 1 2 41772.88463
1994 1 3 21044.6992
1994 1 4 3045.390737
1994 1 5 859.2006654
1994 1 6 763.930157899
1994 2 1 6187.1008
1994 2 2 2041.7238
1994 2 3 1528.1116
1994 2 4 465.4815
1994 2 5 236.6963
